,x,y,z,beacon_address,floor,rssi_mean,rssi_std,count,third_quartile,count_mean,count_weight_average,bdaddress,ts,rssi
18,37.6,7.8,1.3,C0:1C:4D:47:67:94,FLU01,-68.08333333333333,8.151501070169205,12,9.5,5.512820512820513,8.786046511627907,C0:1C:4D:47:67:94,48.9170663356781,-73.75
19,37.7,7.8,1.3,C0:1C:4D:47:67:94,FLU01,-68.5,8.289886743630593,10,9.5,5.512820512820513,8.786046511627907,C0:1C:4D:47:67:94,48.9170663356781,-73.75
20,37.7,8.1,1.3,C0:1C:4D:47:67:94,FLU01,-66.72727272727273,7.93839919745674,11,9.5,5.512820512820513,8.786046511627907,C0:1C:4D:47:67:94,48.9170663356781,-73.75
21,37.3,8.2,1.3,C0:1C:4D:47:67:94,FLU01,-69.0,8.160882305241268,11,9.5,5.512820512820513,8.786046511627907,C0:1C:4D:47:67:94,48.9170663356781,-73.75
22,37.4,8.8,1.3,C0:1C:4D:47:67:94,FLU01,-69.5,9.947082207584518,10,9.5,5.512820512820513,8.786046511627907,C0:1C:4D:47:67:94,48.9170663356781,-73.75
23,37.5,7.8,1.3,C0:1C:4D:47:67:94,FLU01,-62.2,7.885288693369303,10,9.5,5.512820512820513,8.786046511627907,C0:1C:4D:47:67:94,48.9170663356781,-73.75
24,28.3,11.8,1.2,C0:1C:4D:47:CF:0A,FLU01,-67.42857142857143,8.443086774735546,7,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,68.37529985109965,-73.11111111111111
25,27.6,10.6,1.3,C0:1C:4D:47:CF:0A,FLU01,-68.76923076923077,6.905961749988751,13,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,68.37529985109965,-73.11111111111111
26,27.8,10.7,1.3,C0:1C:4D:47:CF:0A,FLU01,-68.17647058823529,11.66852226139651,17,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,68.37529985109965,-73.11111111111111
27,27.2,10.6,1.3,C0:1C:4D:47:CF:0A,FLU01,-68.5,6.914310689265576,14,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,68.37529985109965,-73.11111111111111
28,28.4,12.3,1.3,C0:1C:4D:47:CF:0A,FLU01,-67.5,5.791843794980537,12,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,68.37529985109965,-73.11111111111111
29,27.1,9.9,1.3,C0:1C:4D:47:CF:0A,FLU01,-69.7,12.184233892845114,10,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,68.37529985109965,-73.11111111111111
30,27.3,9.9,1.3,C0:1C:4D:47:CF:0A,FLU01,-69.63636363636364,9.189915421512074,11,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,68.37529985109965,-73.11111111111111
31,28.5,11.7,1.2,C0:1C:4D:47:CF:0A,FLU01,-69.44444444444444,9.408920117514965,9,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,68.37529985109965,-73.11111111111111
32,27.0,10.6,1.3,C0:1C:4D:47:CF:0A,FLU01,-69.0,8.225975119502044,7,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,68.37529985109965,-73.11111111111111
33,28.6,11.9,1.3,C0:1C:4D:47:CF:0A,FLU01,-68.54545454545455,6.578200914591107,11,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,68.37529985109965,-73.11111111111111
34,26.6,10.6,1.3,C0:1C:4D:47:CF:0A,FLU01,-69.9,8.116512661098842,10,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,68.37529985109965,-73.11111111111111
35,27.9,10.7,1.3,C0:1C:4D:47:CF:0A,FLU01,-66.5,7.416198487095664,12,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,68.37529985109965,-73.11111111111111
36,28.1,10.8,1.3,C0:1C:4D:47:CF:0A,FLU01,-67.41176470588235,5.852978125807108,17,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,68.37529985109965,-73.11111111111111
37,26.8,10.1,1.3,C0:1C:4D:47:CF:0A,FLU01,-69.55555555555556,8.819171036881967,9,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,68.37529985109965,-73.11111111111111
38,28.3,12.2,1.2,C0:1C:4D:47:CF:0A,FLU01,-69.41666666666667,9.903703011163723,12,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,68.37529985109965,-73.11111111111111
39,28.4,10.2,1.3,C0:1C:4D:47:CF:0A,FLU01,-69.7,6.000925854492048,10,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,68.37529985109965,-73.11111111111111
40,25.5,12.5,1.3,C0:1C:4D:44:6F:F0,FLU01,-68.25,6.3966136874651625,4,3.0,2.0625,2.878787878787879,C0:1C:4D:44:6F:F0,75.75765665372212,-71.55555555555556
41,28.3,12.4,1.3,C0:1C:4D:44:6F:F0,FLU01,-69.8,4.324349662087931,5,3.0,2.0625,2.878787878787879,C0:1C:4D:44:6F:F0,75.75765665372212,-71.55555555555556
42,28.3,12.6,1.3,C0:1C:4D:44:6F:F0,FLU01,-69.0,3.605551275463989,3,3.0,2.0625,2.878787878787879,C0:1C:4D:44:6F:F0,75.75765665372212,-71.55555555555556
43,28.4,12.2,1.3,C0:1C:4D:44:6F:F0,FLU01,-67.0,3.4641016151377544,3,3.0,2.0625,2.878787878787879,C0:1C:4D:44:6F:F0,75.75765665372212,-71.55555555555556
44,25.5,12.6,1.3,C0:1C:4D:44:6F:F0,FLU01,-69.25,4.645786621588785,4,3.0,2.0625,2.878787878787879,C0:1C:4D:44:6F:F0,75.75765665372212,-71.55555555555556
45,26.8,10.1,1.3,C0:1C:4D:47:CF:0A,FLU01,-69.55555555555556,8.819171036881967,9,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,77.16489088535309,-73.0
46,27.3,9.9,1.3,C0:1C:4D:47:CF:0A,FLU01,-69.63636363636364,9.189915421512074,11,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,77.16489088535309,-73.0
47,28.1,10.8,1.3,C0:1C:4D:47:CF:0A,FLU01,-67.41176470588235,5.852978125807108,17,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,77.16489088535309,-73.0
48,27.8,10.7,1.3,C0:1C:4D:47:CF:0A,FLU01,-68.17647058823529,11.66852226139651,17,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,77.16489088535309,-73.0
49,28.6,11.9,1.3,C0:1C:4D:47:CF:0A,FLU01,-68.54545454545455,6.578200914591107,11,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,77.16489088535309,-73.0
50,26.6,10.6,1.3,C0:1C:4D:47:CF:0A,FLU01,-69.9,8.116512661098842,10,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,77.16489088535309,-73.0
51,27.9,10.7,1.3,C0:1C:4D:47:CF:0A,FLU01,-66.5,7.416198487095664,12,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,77.16489088535309,-73.0
52,28.3,11.8,1.2,C0:1C:4D:47:CF:0A,FLU01,-67.42857142857143,8.443086774735546,7,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,77.16489088535309,-73.0
53,27.0,10.6,1.3,C0:1C:4D:47:CF:0A,FLU01,-69.0,8.225975119502044,7,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,77.16489088535309,-73.0
54,27.1,9.9,1.3,C0:1C:4D:47:CF:0A,FLU01,-69.7,12.184233892845114,10,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,77.16489088535309,-73.0
55,27.2,10.6,1.3,C0:1C:4D:47:CF:0A,FLU01,-68.5,6.914310689265576,14,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,77.16489088535309,-73.0
56,28.3,12.2,1.2,C0:1C:4D:47:CF:0A,FLU01,-69.41666666666667,9.903703011163723,12,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,77.16489088535309,-73.0
57,27.6,10.6,1.3,C0:1C:4D:47:CF:0A,FLU01,-68.76923076923077,6.905961749988751,13,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,77.16489088535309,-73.0
58,28.5,11.7,1.2,C0:1C:4D:47:CF:0A,FLU01,-69.44444444444444,9.408920117514965,9,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,77.16489088535309,-73.0
59,28.4,10.2,1.3,C0:1C:4D:47:CF:0A,FLU01,-69.7,6.000925854492048,10,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,77.16489088535309,-73.0
60,28.4,12.3,1.3,C0:1C:4D:47:CF:0A,FLU01,-67.5,5.791843794980537,12,4.5,3.6134453781512605,6.9581395348837205,C0:1C:4D:47:CF:0A,77.16489088535309,-73.0
61,23.4,9.1,1.3,C0:1C:4D:45:95:98,FLU01,-66.22222222222223,7.8704793020783965,9,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,79.31736973353794,-71.28571428571429
62,23.3,9.3,1.3,C0:1C:4D:45:95:98,FLU01,-68.91666666666667,8.638795510879275,12,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,79.31736973353794,-71.28571428571429
63,23.3,9.1,1.3,C0:1C:4D:45:95:98,FLU01,-69.18181818181819,10.467264989654002,11,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,79.31736973353794,-71.28571428571429
64,23.4,8.9,1.3,C0:1C:4D:45:95:98,FLU01,-68.15384615384616,10.415102446656922,13,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,79.31736973353794,-71.28571428571429
65,23.3,9.0,1.3,C0:1C:4D:45:95:98,FLU01,-63.916666666666664,7.549332701797178,12,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,79.31736973353794,-71.28571428571429
66,23.4,9.0,1.3,C0:1C:4D:45:95:98,FLU01,-67.4,11.276327219248099,10,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,79.31736973353794,-71.28571428571429
67,23.3,8.9,1.3,C0:1C:4D:45:95:98,FLU01,-66.94736842105263,5.338265263490735,19,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,79.31736973353794,-71.28571428571429
68,23.3,9.2,1.3,C0:1C:4D:45:95:98,FLU01,-68.5909090909091,9.624666183000798,22,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,79.31736973353794,-71.28571428571429
69,23.6,9.2,1.3,C0:1C:4D:45:95:98,FLU01,-69.52380952380952,8.829603884767693,21,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,79.31736973353794,-71.28571428571429
70,23.8,9.4,1.3,C0:1C:4D:45:95:98,FLU01,-69.72727272727273,7.457759839132785,11,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,79.31736973353794,-71.28571428571429
71,23.3,8.6,1.3,C0:1C:4D:45:95:98,FLU01,-69.1875,5.991313156006236,16,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,79.31736973353794,-71.28571428571429
72,23.2,9.4,1.3,C0:1C:4D:45:95:98,FLU01,-69.25,7.423855895936853,12,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,79.31736973353794,-71.28571428571429
73,24.6,9.4,1.3,C0:1C:4D:45:95:98,FLU01,-69.9090909090909,9.523177468204038,11,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,79.31736973353794,-71.28571428571429
74,23.3,8.7,1.3,C0:1C:4D:45:95:98,FLU01,-67.94444444444444,7.336229374679371,18,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,79.31736973353794,-71.28571428571429
75,23.3,8.8,1.3,C0:1C:4D:45:95:98,FLU01,-67.52631578947368,7.819977415800236,19,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,79.31736973353794,-71.28571428571429
76,22.6,9.9,1.3,C0:1C:4D:45:95:98,FLU01,-69.33333333333333,7.416198487095665,9,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,79.31736973353794,-71.28571428571429
77,27.0,10.4,1.3,C0:1C:4D:45:B4:64,FLU01,-67.0,0.0,1,1.0,1.0,1.0,C0:1C:4D:45:B4:64,81.22081136703491,-73.0
78,23.6,11.7,1.6,C0:1C:4D:45:B4:64,FLU01,-68.0,0.0,1,1.0,1.0,1.0,C0:1C:4D:45:B4:64,81.22081136703491,-73.0
79,25.6,12.3,1.3,C0:1C:4D:45:B4:64,FLU01,-69.0,0.0,1,1.0,1.0,1.0,C0:1C:4D:45:B4:64,81.22081136703491,-73.0
80,23.4,9.1,1.3,C0:1C:4D:45:95:98,FLU01,-66.22222222222223,7.8704793020783965,9,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.41450619697571,-74.0
81,24.6,9.4,1.3,C0:1C:4D:45:95:98,FLU01,-69.9090909090909,9.523177468204038,11,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.41450619697571,-74.0
82,23.4,8.9,1.3,C0:1C:4D:45:95:98,FLU01,-68.15384615384616,10.415102446656922,13,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.41450619697571,-74.0
83,23.8,9.4,1.3,C0:1C:4D:45:95:98,FLU01,-69.72727272727273,7.457759839132785,11,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.41450619697571,-74.0
84,23.3,9.2,1.3,C0:1C:4D:45:95:98,FLU01,-68.5909090909091,9.624666183000798,22,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.41450619697571,-74.0
85,23.4,9.0,1.3,C0:1C:4D:45:95:98,FLU01,-67.4,11.276327219248099,10,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.41450619697571,-74.0
86,23.6,9.2,1.3,C0:1C:4D:45:95:98,FLU01,-69.52380952380952,8.829603884767693,21,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.41450619697571,-74.0
87,23.3,9.3,1.3,C0:1C:4D:45:95:98,FLU01,-68.91666666666667,8.638795510879275,12,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.41450619697571,-74.0
88,23.3,8.9,1.3,C0:1C:4D:45:95:98,FLU01,-66.94736842105263,5.338265263490735,19,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.41450619697571,-74.0
89,23.3,9.1,1.3,C0:1C:4D:45:95:98,FLU01,-69.18181818181819,10.467264989654002,11,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.41450619697571,-74.0
90,22.6,9.9,1.3,C0:1C:4D:45:95:98,FLU01,-69.33333333333333,7.416198487095665,9,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.41450619697571,-74.0
91,23.3,8.8,1.3,C0:1C:4D:45:95:98,FLU01,-67.52631578947368,7.819977415800236,19,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.41450619697571,-74.0
92,23.2,9.4,1.3,C0:1C:4D:45:95:98,FLU01,-69.25,7.423855895936853,12,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.41450619697571,-74.0
93,23.3,8.6,1.3,C0:1C:4D:45:95:98,FLU01,-69.1875,5.991313156006236,16,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.41450619697571,-74.0
94,23.3,8.7,1.3,C0:1C:4D:45:95:98,FLU01,-67.94444444444444,7.336229374679371,18,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.41450619697571,-74.0
95,23.3,9.0,1.3,C0:1C:4D:45:95:98,FLU01,-63.916666666666664,7.549332701797178,12,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.41450619697571,-74.0
96,21.6,7.0,1.3,C0:1C:4D:46:8E:2E,FLU01,-66.1875,4.707706447942565,16,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
97,21.6,6.8,1.3,C0:1C:4D:46:8E:2E,FLU01,-67.53846153846153,5.109066852426586,13,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
98,21.6,6.4,1.3,C0:1C:4D:46:8E:2E,FLU01,-66.3,7.25548794108004,20,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
99,21.6,6.1,1.3,C0:1C:4D:46:8E:2E,FLU01,-64.10526315789474,3.2127305250986407,19,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
100,21.6,5.7,1.3,C0:1C:4D:46:8E:2E,FLU01,-68.9375,4.040936360135693,16,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
101,21.5,8.0,1.3,C0:1C:4D:46:8E:2E,FLU01,-68.5,8.689073598491383,14,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
102,21.5,6.3,1.3,C0:1C:4D:46:8E:2E,FLU01,-61.92307692307692,7.342360411356585,13,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
103,21.5,6.1,1.3,C0:1C:4D:46:8E:2E,FLU01,-64.10526315789474,4.0674143689969435,19,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
104,22.0,6.2,1.3,C0:1C:4D:46:8E:2E,FLU01,-66.27586206896552,6.469138558925856,29,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
105,21.6,8.3,1.3,C0:1C:4D:46:8E:2E,FLU01,-68.66666666666667,7.470577207252719,15,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
106,21.4,6.1,1.3,C0:1C:4D:46:8E:2E,FLU01,-64.47368421052632,8.546398988610033,19,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
107,21.3,6.0,1.2,C0:1C:4D:46:8E:2E,FLU01,-68.42105263157895,8.288652145310774,19,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
108,21.2,6.0,1.3,C0:1C:4D:46:8E:2E,FLU01,-67.14285714285714,7.7219538608160185,21,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
109,21.0,6.1,1.3,C0:1C:4D:46:8E:2E,FLU01,-69.85714285714286,7.261444169624349,21,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
110,20.8,6.1,1.3,C0:1C:4D:46:8E:2E,FLU01,-69.05555555555556,7.206795993833326,18,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
111,20.8,6.0,1.2,C0:1C:4D:46:8E:2E,FLU01,-68.83333333333333,5.356955263670746,12,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
112,20.7,6.0,1.3,C0:1C:4D:46:8E:2E,FLU01,-67.33333333333333,7.565586245499767,15,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
113,20.6,6.0,1.3,C0:1C:4D:46:8E:2E,FLU01,-69.6875,7.3459172334025125,16,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
114,21.5,5.7,1.3,C0:1C:4D:46:8E:2E,FLU01,-68.53333333333333,6.423913656538874,15,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
115,21.4,6.2,1.3,C0:1C:4D:46:8E:2E,FLU01,-64.3157894736842,5.802802307496183,19,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
116,21.5,8.1,1.3,C0:1C:4D:46:8E:2E,FLU01,-69.21428571428571,8.377429121235142,14,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
117,21.8,6.4,1.2,C0:1C:4D:46:8E:2E,FLU01,-66.08333333333333,4.795041630937552,12,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
118,22.1,5.8,1.3,C0:1C:4D:46:8E:2E,FLU01,-67.6875,5.963430220938282,16,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
119,22.1,6.1,1.3,C0:1C:4D:46:8E:2E,FLU01,-64.95454545454545,4.005677788521506,22,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
120,21.9,7.6,1.2,C0:1C:4D:46:8E:2E,FLU01,-69.23076923076923,5.3409400881905595,13,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
121,21.9,6.8,1.2,C0:1C:4D:46:8E:2E,FLU01,-69.65,6.761150633933311,20,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
122,22.1,6.2,1.3,C0:1C:4D:46:8E:2E,FLU01,-64.35714285714286,2.6777471259119405,14,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
123,21.9,6.5,1.2,C0:1C:4D:46:8E:2E,FLU01,-69.92307692307692,8.911243258393098,13,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
124,21.7,5.6,1.3,C0:1C:4D:46:8E:2E,FLU01,-67.76923076923077,6.260376002470429,13,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
125,23.3,4.3,1.3,C0:1C:4D:46:8E:2E,FLU01,-69.2,3.509171656429147,15,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
126,21.8,6.1,1.3,C0:1C:4D:46:8E:2E,FLU01,-67.61538461538461,7.200427337745578,26,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
127,21.8,5.6,1.3,C0:1C:4D:46:8E:2E,FLU01,-67.55555555555556,6.109031137415199,18,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
128,23.6,6.6,1.3,C0:1C:4D:46:8E:2E,FLU01,-68.41379310344827,7.233440405403373,29,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
129,20.5,6.1,1.3,C0:1C:4D:46:8E:2E,FLU01,-69.88235294117646,6.508478633109818,17,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
130,21.7,6.1,1.3,C0:1C:4D:46:8E:2E,FLU01,-69.14285714285714,7.34697366117655,14,9.0,6.455696202531645,11.245751633986927,C0:1C:4D:46:8E:2E,81.71325087547302,-73.0
131,23.6,9.2,1.3,C0:1C:4D:45:95:98,FLU01,-69.52380952380952,8.829603884767693,21,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.9399619102478,-74.0
132,23.4,9.0,1.3,C0:1C:4D:45:95:98,FLU01,-67.4,11.276327219248099,10,6.0,4.488188976377953,8.83859649122807,C0:1C:4D:45:95:98,81.9399619102478,-74.0
