"ts","x","y","z"
1.525728500E0,-8.383466492E0,3.143463135E-1,1.781146088E0
1.535776500E0,-8.944499817E0,7.729925537E-1,2.221979370E0
1.545824500E0,-8.868008881E0,9.951306152E-1,3.051105194E0
1.555872500E0,-9.197623444E0,1.265917511E0,3.489393768E0
1.565920500E0,-9.571545868E0,1.640438690E0,4.090693359E0
1.575968500E0,-9.774673462E0,1.570983124E0,4.293970642E0
1.586016500E0,-1.031954041E1,1.238524475E0,3.686234436E0
1.596064500E0,-1.058972855E1,9.768685913E-1,3.073558502E0
1.606112500E0,-1.010937744E1,8.131091309E-1,2.500550079E0
1.616161500E0,-9.651180267E0,7.467970276E-1,2.021546173E0
1.626209500E0,-9.617649994E0,9.042695618E-1,1.790576477E0
1.636257500E0,-9.748627625E0,1.165326691E0,2.135459290E0
1.646305500E0,-9.286538544E0,1.640289001E0,2.439926147E0
1.656353500E0,-9.309740295E0,1.473086700E0,2.499053192E0
1.666401500E0,-9.896669769E0,9.827064514E-1,2.762056274E0
1.676449500E0,-9.421408081E0,6.851252747E-1,2.254012756E0
1.686497500E0,-9.697434082E0,7.499404907E-1,2.593057709E0
1.696545500E0,-1.019589752E1,9.348060608E-1,2.728226624E0
1.706594500E0,-1.038076309E1,8.689430237E-1,2.647694092E0
1.716642500E0,-1.046503784E1,8.054750061E-1,3.043171692E0
1.726690500E0,-1.032343231E1,7.125183105E-1,2.999911652E0
1.736738500E0,-9.989327087E0,5.445675659E-1,2.512525177E0
1.746786500E0,-9.632768555E0,5.099894714E-1,2.452949066E0
1.756834500E0,-1.021640488E1,3.487747192E-1,2.098186798E0
1.766882500E0,-1.049737061E1,7.578739929E-1,2.829865265E0
1.776930500E0,-1.120060822E1,1.132694550E0,3.161126404E0
1.786978500E0,-1.003408401E1,1.152752838E0,3.205434265E0
1.797027500E0,-8.924291840E0,9.948312378E-1,2.632126465E0
1.807075500E0,-8.469387817E0,1.145867157E0,2.870281219E0
1.817123500E0,-8.616382141E0,1.337319031E0,2.647095337E0
1.827171500E0,-9.823172607E0,4.432283020E-1,2.282303925E0
1.837219500E0,-9.521699524E0,1.064586182E0,2.295027466E0
1.847267500E0,-8.713979187E0,7.417076111E-1,3.175047455E0
1.857315500E0,-8.612190857E0,4.158352661E-1,2.582130432E0
1.867363500E0,-8.075706482E0,-3.023712158E-1,2.587369537E0
1.877411500E0,-8.359516296E0,-4.276606750E-1,2.756218414E0
1.887459500E0,-8.953032074E0,-7.110214233E-2,2.457290039E0
1.897508500E0,-9.216484222E0,6.188131714E-1,2.366728363E0
1.907556500E0,-9.150770874E0,6.897656250E-1,1.388961639E0
1.917604500E0,-9.136849823E0,2.664459229E-1,1.214274902E0
1.927652500E0,-8.943152618E0,-4.116439819E-2,1.400637360E0
1.937700500E0,-8.737630005E0,5.340893555E-1,1.805096283E0
1.947748500E0,-8.545729065E0,9.208850098E-1,2.227218475E0
1.957796500E0,-8.495134277E0,1.224753113E0,2.616708527E0
1.967844500E0,-9.158105621E0,8.455915833E-1,3.488046570E0
1.977892500E0,-9.857002258E0,7.851173401E-1,2.712958374E0
1.987941500E0,-9.708061981E0,6.363267517E-1,2.440075836E0
1.997989500E0,-1.008587631E1,1.766626282E0,1.312770081E0
2.008037500E0,-1.038151154E1,1.936972046E-1,1.778152313E0
2.018085500E0,-9.488618317E0,2.486329651E-1,1.940414886E0
2.028133500E0,-9.141789551E0,6.744973755E-1,2.146386566E0
2.038181500E0,-8.859177246E0,4.667294312E-1,2.041155396E0
2.048229500E0,-9.435628510E0,5.783972168E-1,1.883682861E0
2.058277500E0,-1.053763687E1,1.040635986E0,1.926044769E0
2.068325500E0,-1.018107834E1,2.963836670E-1,1.870360565E0
2.078374500E0,-1.027178970E1,1.025367737E-1,1.879341888E0
2.088422500E0,-1.023571472E1,1.158590698E-1,1.734143829E0
2.098470500E0,-8.751700745E0,2.194436646E-1,2.269281006E0
2.108519333E0,-8.577014008E0,9.801617432E-1,3.181633759E0
2.118567333E0,-9.713301086E0,5.812413025E-1,2.482138367E0
2.128615333E0,-9.034013672E0,2.251318359E-1,1.985171814E0
2.138663333E0,-8.435258789E0,6.107299805E-2,2.214644623E0
2.148711333E0,-9.263935547E0,2.035766602E-1,2.422861633E0
2.158759333E0,-9.183702393E0,3.303630066E-1,2.241139526E0
2.168808333E0,-9.069639587E0,2.480342102E-1,2.816093903E0
2.178856333E0,-9.087003479E0,-3.448828125E-1,3.532653809E0
2.188904333E0,-9.294322357E0,-3.606001282E-1,3.030298462E0
2.198952333E0,-9.599687347E0,-4.180805969E-1,3.403771820E0
2.209000333E0,-9.375753021E0,-5.173242188E-1,4.409230957E0
2.219048333E0,-9.532177734E0,-5.056484985E-1,4.126319275E0
2.229096333E0,-9.397158508E0,-6.614744568E-1,4.208797760E0
2.239144333E0,-9.032965851E0,-4.225712585E-1,4.481081543E0
2.249192333E0,-9.383686523E0,-6.316864014E-1,4.310137024E0
2.259241333E0,-9.452094269E0,-5.855822754E-1,3.884571991E0
2.269289333E0,-9.943672028E0,-9.292675781E-1,3.418740692E0
2.279337333E0,-9.945767670E0,-6.767427063E-1,2.894081726E0
2.289385333E0,-8.912167053E0,4.534071350E-1,3.342698822E0
2.299433333E0,-8.308173065E0,2.601589966E-1,3.491639099E0
2.309481333E0,-7.178921356E0,2.517764282E-1,3.604654083E0
2.319529333E0,-7.871082001E0,6.316864014E-2,3.931723938E0
2.329577333E0,-8.862320709E0,-2.507286072E-1,4.167932739E0
2.339625333E0,-9.643246765E0,-8.247848511E-2,4.306394806E0
2.349674333E0,-9.404193878E0,-4.933740234E-1,4.447102203E0
2.359722333E0,-9.059311066E0,-9.599537659E-1,4.330644379E0
2.369770333E0,-8.951684875E0,-9.154962158E-1,3.911815338E0
2.379818333E0,-8.226592712E0,-8.713380432E-1,3.877536621E0
2.389866333E0,-7.758366394E0,-9.833052063E-1,3.619622955E0
2.399914333E0,-7.717651062E0,-1.081950073E0,3.685785370E0
2.409962333E0,-7.871231689E0,-5.707630920E-1,4.516258392E0
2.420010333E0,-8.931626587E0,-1.344204712E-1,4.379742279E0
2.430058333E0,-9.758806458E0,-4.819976807E-2,3.909570007E0
2.440106333E0,-9.391021271E0,-3.921844482E-1,3.172203369E0
2.450155333E0,-8.507408752E0,-6.173162842E-1,3.377276917E0
2.460203333E0,-8.034542084E0,-7.044351196E-1,3.353775787E0
2.470251333E0,-9.448651428E0,-5.596861267E-1,3.287463684E0
2.480299333E0,-1.052955368E1,4.517605591E-1,2.639012146E0
2.490347333E0,-9.983489227E0,7.999365234E-1,3.027454376E0
2.500395333E0,-9.940528564E0,1.039588165E0,3.627257080E0
2.510443333E0,-1.053479279E1,1.450633392E0,3.656745758E0
2.520491333E0,-1.000743942E1,4.252656555E-1,3.291355591E0
2.530540333E0,-8.765023041E0,1.110839996E0,3.091820526E0
2.540588333E0,-7.689210205E0,9.163943481E-1,2.688858490E0
2.550636333E0,-7.813601532E0,4.002676392E-1,2.942131805E0
2.560684333E0,-9.066945190E0,-1.574725342E-1,3.419189758E0
2.570732333E0,-1.059691360E1,-1.171613617E0,3.270848236E0
2.580780333E0,-1.130583939E1,-4.692741394E-1,2.079475708E0
2.590828333E0,-1.220906113E1,7.479945374E-1,1.614991608E0
2.600876333E0,-1.138921600E1,9.864486694E-2,1.467398529E0
2.610924333E0,-9.849517822E0,-6.117778015E-1,2.876717834E0
2.620972333E0,-9.561516724E0,-3.981719971E-2,3.697610779E0
2.631021333E0,-8.925040283E0,8.884025574E-1,3.606001282E0
2.641069333E0,-8.393944702E0,1.261426849E0,3.137026520E0
2.651117333E0,-8.666078796E0,1.814077606E0,2.520907745E0
2.661165333E0,-9.308692474E0,9.978250122E-1,2.045646057E0
2.671213333E0,-9.132808228E0,-3.219804382E-1,1.922452240E0
2.681261333E0,-9.667945404E0,-2.176473999E-1,1.677112427E0
2.691309333E0,-9.594148865E0,-7.182064819E-1,1.948049011E0
2.701357333E0,-1.044632675E1,-1.305285645E-1,2.194736023E0
2.711405333E0,-1.010728180E1,7.940986633E-1,2.071542206E0
2.721454333E0,-8.949439545E0,4.218228149E-1,2.287992096E0
2.731502333E0,-9.473649445E0,3.296145630E-1,2.585573273E0
2.741550333E0,-9.447902985E0,9.824070740E-1,2.466870117E0
2.751598333E0,-9.792336731E0,8.446934509E-1,2.213447113E0
2.761646333E0,-9.238189087E0,1.872605896E-1,2.614463196E0
2.771694333E0,-9.324858856E0,6.270460510E-1,2.228116608E0
2.781742333E0,-9.225914612E0,8.288264465E-1,2.007625122E0
2.791790333E0,-9.377549286E0,2.627037048E-1,2.246827698E0
2.801838333E0,-9.587562561E0,4.790039062E-1,2.549198914E0
2.811887333E0,-1.068268524E1,-1.131497040E0,2.678230591E0
2.821935333E0,-9.304052124E0,-1.342109070E0,2.185904388E0
2.831983333E0,-9.091045074E0,1.681004333E0,2.886297913E0
2.842031333E0,-1.013272888E1,1.907483368E0,2.195185089E0
2.852079333E0,-9.780361633E0,1.089584198E0,2.119741974E0
2.862127333E0,-9.667646027E0,1.215921478E0,2.591560822E0
2.872175333E0,-9.289831696E0,1.859133911E-1,2.671644287E0
2.882223333E0,-9.303752747E0,3.483256531E-1,2.453697510E0
2.892271333E0,-9.394164734E0,-6.601272583E-2,2.283351746E0
2.902319333E0,-9.064101105E0,2.784210205E-1,2.133363647E0
2.912368333E0,-9.175469513E0,4.653822327E-1,2.168390808E0
2.922416333E0,-9.386231232E0,4.858895874E-1,2.259850616E0
2.932464333E0,-9.747280426E0,5.724096680E-1,2.229014740E0
2.942512333E0,-9.976453857E0,6.643185425E-1,2.152972870E0
2.952560333E0,-9.928852844E0,6.412664795E-1,2.374362488E0
2.962608333E0,-1.031310379E1,1.052611084E0,1.915416870E0
2.972656333E0,-1.002360580E1,-1.110690308E-1,2.330503693E0
2.982704333E0,-9.732910309E0,-3.192860413E-1,1.985620880E0
2.992752333E0,-9.806407471E0,-3.210823059E-1,1.945055237E0
3.002801333E0,-9.689350891E0,-1.766326904E-1,1.838177490E0
3.012849333E0,-9.424252167E0,1.776805115E-1,1.998494110E0
3.022897333E0,-9.250164185E0,5.243595886E-1,2.259102173E0
3.032945333E0,-9.364975433E0,1.301543427E0,1.943258972E0
3.042993333E0,-9.201665039E0,6.738986206E-1,2.398462372E0
3.053041333E0,-9.352102203E0,7.767347717E-1,2.060016174E0
3.063089333E0,-9.767787781E0,2.763253784E-1,2.206411743E0
3.073137333E0,-9.671687622E0,3.100053406E-1,1.885329437E0
3.083185333E0,-9.914482727E0,3.094065857E-1,1.791773987E0
3.093234333E0,-1.053613998E1,3.234773254E-1,1.684896240E0
3.103281583E0,-1.040606049E1,5.942642212E-2,1.691632233E0
3.113329583E0,-9.852062531E0,-3.861968994E-2,2.174977112E0
3.123377583E0,-9.888885956E0,-8.622070312E-2,2.412233734E0
3.133425583E0,-9.534572754E0,-9.467811584E-1,2.340832214E0
3.143473583E0,-9.262438660E0,-2.465373230E-1,2.257305908E0
3.153521583E0,-8.840466156E0,-2.409988403E-1,2.420316925E0
3.163569583E0,-8.781189423E0,2.661465454E-1,2.205962677E0
3.173617583E0,-8.966803436E0,5.307962036E-1,2.137854309E0
3.183665583E0,-9.254505157E0,6.791377258E-1,2.093097382E0
3.193714583E0,-1.003827530E1,6.239025879E-1,1.965562592E0
3.203762583E0,-1.018018021E1,3.221301270E-1,1.835782471E0
3.213810583E0,-9.996063080E0,4.080514526E-1,2.072739716E0
3.223858583E0,-9.217382355E0,5.450166321E-1,2.217488708E0
3.233906583E0,-9.879904633E0,-4.905299377E-1,2.380050659E0
3.243954583E0,-9.881401520E0,3.032693481E-1,2.804717560E0
3.254002583E0,-1.007614655E1,9.689350891E-1,2.429298248E0
3.264050583E0,-1.009470795E1,-6.611750793E-1,1.477727051E0
3.274098583E0,-9.880952454E0,4.315525818E-1,2.368824005E0
3.284147583E0,-8.840615845E0,-9.969268799E-2,2.411335602E0
3.294195583E0,-8.717871094E0,8.964857483E-1,2.146386566E0
3.304243583E0,-9.078471222E0,9.862989807E-1,2.375260620E0
3.314291583E0,-8.769962769E0,1.136885834E0,2.620600433E0
3.324339583E0,-8.719966736E0,1.074315948E0,2.744093628E0
3.334387583E0,-1.036369858E1,3.522175598E-1,2.270927582E0
3.344435583E0,-9.992769928E0,1.167572021E-2,2.577789459E0
3.354483583E0,-9.802814941E0,4.293072510E-1,2.770887909E0
3.364531583E0,-9.691596222E0,8.223898315E-1,2.257156219E0
3.374579583E0,-8.939709778E0,4.291575623E-1,2.692451019E0
3.384628583E0,-9.220675507E0,-3.098556519E-1,2.576591949E0
3.394676583E0,-9.335187378E0,4.210743713E-1,2.619103546E0
3.404724583E0,-9.101373596E0,7.614665222E-1,2.721340942E0
3.414772583E0,-9.005872192E0,8.178991699E-1,2.899171143E0
3.424820583E0,-1.022553589E1,-1.010847931E0,3.568579102E0
3.434868583E0,-9.764045563E0,-5.831872559E-1,3.292403412E0
3.444916583E0,-8.584947510E0,1.239871674E0,2.738704834E0
3.454964583E0,-9.511371002E0,8.887019348E-1,2.928360443E0
3.465012583E0,-9.848320312E0,1.873953094E0,2.766097870E0
3.475061583E0,-9.422455902E0,2.862048340E-1,3.047362976E0
3.485109583E0,-9.433532867E0,3.038681030E-2,3.004102936E0
3.495157583E0,-9.302555237E0,4.351451111E-1,2.944526825E0
3.505205583E0,-9.125473480E0,2.082170105E-1,2.806364136E0
3.515253583E0,-9.149273987E0,4.400848389E-2,2.669848022E0
3.525301583E0,-9.124425659E0,1.791773987E-1,2.651136932E0
3.535349583E0,-9.113348694E0,1.969903564E-1,2.727029114E0
3.545397583E0,-9.227261810E0,8.592132568E-1,2.861898651E0
3.555445583E0,-9.535620575E0,1.510808258E0,3.028352509E0
3.565493583E0,-9.989476776E0,2.015109558E0,2.816243591E0
3.575542583E0,-1.002061203E1,8.740324402E-1,3.099005585E0
3.585590583E0,-9.736802216E0,3.739224243E-1,2.898871765E0
3.595638583E0,-9.448950806E0,2.543211365E-1,2.802472229E0
3.605686583E0,-9.203910370E0,3.730242920E-1,2.927911377E0
3.615734583E0,-9.266629944E0,4.279600525E-1,2.824326782E0
3.625782583E0,-9.567504272E0,6.069877625E-1,2.850073242E0
3.635830583E0,-9.635912018E0,4.749623108E-1,2.914140015E0
3.645878583E0,-9.489217072E0,9.024732971E-1,3.045117645E0
3.655926583E0,-9.516161041E0,9.473799133E-1,3.059338074E0
3.665974583E0,-9.515861664E0,6.015989685E-1,3.088677063E0
3.676023583E0,-9.441017303E0,2.659968567E-1,2.996169434E0
3.686071583E0,-9.344318390E0,3.122506714E-1,3.008892975E0
3.696119583E0,-9.402547302E0,2.327659607E-1,2.958447876E0
3.706167583E0,-9.252409515E0,3.779640198E-1,2.734663239E0
3.716215583E0,-9.055718536E0,4.453239441E-1,2.751278687E0
3.726263583E0,-8.894054718E0,7.152127075E-1,2.933449860E0
3.736311583E0,-8.843459930E0,8.366102600E-1,2.896476746E0
3.746359583E0,-8.480614471E0,1.357826385E0,2.983595581E0
3.756407583E0,-9.009464722E0,9.008267212E-1,3.181484070E0
3.766456583E0,-1.014724869E1,4.266128540E-1,2.946622467E0
3.776504583E0,-1.023840912E1,3.876937866E-1,3.013233948E0
3.786552583E0,-1.003827530E1,1.613644409E-1,3.198548584E0
3.796600583E0,-8.989855499E0,-1.457968140E-1,2.774031372E0
3.806648583E0,-8.854536896E0,1.871109009E-1,3.000211029E0
3.816696583E0,-8.840017090E0,1.092727661E0,2.285297699E0
3.826744583E0,-9.902357941E0,1.472787323E0,2.765648804E0
3.836792583E0,-9.620344391E0,-4.977149963E-1,3.485501862E0
3.846840583E0,-9.649384003E0,2.963836670E-1,3.474125519E0
3.856888583E0,-9.518406372E0,9.026229858E-1,3.547772369E0
3.866937583E0,-9.507030029E0,1.638193359E0,3.406615906E0
3.876985583E0,-1.006327332E1,4.393363953E-1,2.920726318E0
3.887033583E0,-9.243278503E0,4.611909485E-1,2.708318024E0
3.897081583E0,-9.027577057E0,9.202862549E-1,3.204536133E0
3.907129583E0,-9.058263245E0,2.688409424E-1,3.592229919E0
3.917177583E0,-9.111253052E0,2.017803955E-1,3.380420380E0
3.927225583E0,-9.370064850E0,5.180726624E-1,3.211272125E0
3.937273583E0,-9.525142365E0,6.990463257E-1,3.195255432E0
3.947321583E0,-1.011940659E1,4.180805969E-1,3.151396637E0
3.957369583E0,-9.692943420E0,6.866221619E-1,2.778821411E0
3.967418583E0,-8.812773743E0,5.867797852E-1,3.159330139E0
3.977466583E0,-8.441994781E0,2.380050659E-1,3.282973022E0
3.987514583E0,-8.730744324E0,-1.606159973E-1,2.825823669E0
3.997562583E0,-8.765771484E0,-1.404080200E-1,2.525697784E0
4.007610583E0,-8.851393433E0,7.259902954E-1,2.804418182E0
4.017658583E0,-9.369166718E0,1.359922028E0,3.217858429E0
4.027706583E0,-9.260343018E0,8.731343079E-1,3.206781464E0
4.037754583E0,-8.871002655E0,2.851570129E-1,2.752476196E0
4.047802583E0,-9.705966339E0,7.059320068E-1,2.613415375E0
4.057851583E0,-1.023496628E1,7.429051208E-1,3.144361267E0
4.075360208E0,-9.516460419E0,4.120930481E-1,2.715203705E0
4.085408208E0,-9.488019562E0,4.013154602E-1,2.695444794E0
4.095456208E0,-9.430988159E0,4.297563171E-1,2.668949890E0
