ts,bdaddress,rssi
0.5716614723205566,C0:1C:4D:45:95:98,-92
0.5732479095458984,C0:1C:4D:46:8E:2E,-96
0.5896286964416504,C0:1C:4D:46:13:41,-97
0.6015875339508057,C0:1C:4D:44:32:56,-82
0.6030411720275879,C0:1C:4D:47:CF:0A,-85
0.6194941997528076,C0:1C:4D:46:4B:57,-83
0.6231124401092529,C0:1C:4D:44:35:40,-78
0.6806445121765137,C0:1C:4D:45:95:98,-92
0.6831173896789551,C0:1C:4D:44:6F:F0,-90
0.7266130447387695,C0:1C:4D:44:32:56,-80
0.7284116744995117,C0:1C:4D:47:CF:0A,-87
0.785977840423584,C0:1C:4D:46:0B:63,-95
0.8116388320922852,C0:1C:4D:44:32:56,-80
0.8127808570861816,C0:1C:4D:47:CF:0A,-87
0.8199529647827148,C0:1C:4D:46:4B:57,-82
0.8209283351898193,C0:1C:4D:47:67:94,-94
0.8322570323944092,C0:1C:4D:44:35:40,-79
0.8337104320526123,C0:1C:4D:44:7F:46,-98
0.8794522285461426,C0:1C:4D:46:0B:63,-93
0.880683422088623,C0:1C:4D:45:95:98,-92
0.9153859615325928,C0:1C:4D:44:32:56,-83
0.9266858100891113,C0:1C:4D:46:C1:DB,-93
0.9285292625427246,C0:1C:4D:46:4B:57,-82
0.9408369064331055,C0:1C:4D:44:35:40,-78
0.973182201385498,C0:1C:4D:45:EA:E6,-97
1.0188953876495361,C0:1C:4D:47:CF:0A,-88
1.0210258960723877,C0:1C:4D:44:32:56,-83
1.0398368835449219,C0:1C:4D:47:67:94,-92
1.0418856143951416,C0:1C:4D:46:C1:DB,-93
1.0437521934509277,C0:1C:4D:46:4B:57,-82
1.0483262538909912,C0:1C:4D:44:35:40,-78
1.0708088874816895,C0:1C:4D:47:C6:F6,-91
1.1092493534088135,C0:1C:4D:45:95:98,-91
1.1172163486480713,C0:1C:4D:44:6F:F0,-88
1.1224019527435303,C0:1C:4D:44:32:56,-82
1.1232497692108154,C0:1C:4D:47:CF:0A,-86
1.1300928592681885,C0:1C:4D:46:C1:DB,-92
1.1464862823486328,C0:1C:4D:44:35:40,-78
1.1937792301177979,C0:1C:4D:46:0B:63,-93
1.2189712524414062,C0:1C:4D:45:95:98,-92
1.2351922988891602,C0:1C:4D:47:C8:BD,-92
1.2364997863769531,C0:1C:4D:46:4B:57,-84
1.3065099716186523,C0:1C:4D:44:6F:F0,-89
1.350588321685791,C0:1C:4D:44:32:56,-76
1.3523614406585693,C0:1C:4D:46:4B:57,-82
1.357452154159546,C0:1C:4D:44:35:40,-78
1.405484914779663,C0:1C:4D:46:0B:63,-96
1.4073519706726074,C0:1C:4D:44:6F:F0,-88
1.429184913635254,C0:1C:4D:45:95:98,-91
1.442591667175293,C0:1C:4D:44:32:56,-77
1.4478302001953125,C0:1C:4D:46:4B:57,-83
1.4495420455932617,C0:1C:4D:47:67:94,-95
1.5118963718414307,C0:1C:4D:44:6F:F0,-88
1.5135433673858643,C0:1C:4D:46:0B:63,-94
1.5467803478240967,C0:1C:4D:44:32:56,-76
1.556748867034912,C0:1C:4D:46:4B:57,-83
1.570340633392334,C0:1C:4D:44:35:40,-78
1.5945243835449219,C0:1C:4D:47:C6:F6,-91
1.6170127391815186,C0:1C:4D:46:0B:63,-94
1.6438789367675781,C0:1C:4D:45:95:98,-93
1.6572158336639404,C0:1C:4D:46:C1:DB,-94
1.6624603271484375,C0:1C:4D:47:67:94,-93
1.6745681762695312,C0:1C:4D:44:35:40,-80
1.7231547832489014,C0:1C:4D:47:C6:F6,-91
1.7253096103668213,C0:1C:4D:45:EA:E6,-97
1.7265794277191162,C0:1C:4D:46:0B:63,-92
1.738229751586914,C0:1C:4D:45:95:98,-93
1.7563481330871582,C0:1C:4D:47:CF:0A,-86
1.7594201564788818,C0:1C:4D:46:C1:DB,-96
1.7686665058135986,C0:1C:4D:47:67:94,-89
1.7752492427825928,C0:1C:4D:44:35:40,-80
1.8190135955810547,C0:1C:4D:47:C6:F6,-92
1.8209800720214844,C0:1C:4D:45:EA:E6,-96
1.8323280811309814,C0:1C:4D:44:6F:F0,-94
1.8335082530975342,C0:1C:4D:46:0B:63,-93
1.8383841514587402,C0:1C:4D:45:B4:64,-100
1.8477566242218018,C0:1C:4D:45:95:98,-93
1.855708360671997,C0:1C:4D:44:32:56,-77
1.8585214614868164,C0:1C:4D:47:CF:0A,-84
1.859792709350586,C0:1C:4D:47:C8:BD,-94
1.8636949062347412,C0:1C:4D:46:C1:DB,-96
1.8761277198791504,C0:1C:4D:46:4B:57,-82
1.880134105682373,C0:1C:4D:44:35:40,-80
1.9241163730621338,C0:1C:4D:47:C6:F6,-93
1.9308412075042725,C0:1C:4D:46:0B:63,-94
1.94059419631958,C0:1C:4D:45:B4:64,-100
1.9567713737487793,C0:1C:4D:45:95:98,-92
1.963416337966919,C0:1C:4D:44:32:56,-80
1.9657959938049316,C0:1C:4D:47:C8:BD,-96
1.970527172088623,C0:1C:4D:46:C1:DB,-95
1.9907763004302979,C0:1C:4D:46:4B:57,-83
1.9923458099365234,C0:1C:4D:47:67:94,-85
1.994201898574829,C0:1C:4D:44:35:40,-82
2.022655725479126,C0:1C:4D:45:EA:E6,-96
2.0244531631469727,C0:1C:4D:47:C6:F6,-96
2.031952381134033,C0:1C:4D:46:0B:63,-93
2.0639772415161133,C0:1C:4D:45:95:98,-91
2.07964825630188,C0:1C:4D:47:C8:BD,-96
2.0883328914642334,C0:1C:4D:47:67:94,-86
2.0914714336395264,C0:1C:4D:44:35:40,-83
2.1320343017578125,C0:1C:4D:46:0B:63,-92
2.142704963684082,C0:1C:4D:45:B4:64,-96
2.1812894344329834,C0:1C:4D:45:95:98,-90
2.1875784397125244,C0:1C:4D:44:32:56,-83
2.188394546508789,C0:1C:4D:47:CF:0A,-84
2.1906018257141113,C0:1C:4D:46:4B:57,-83
2.1913928985595703,C0:1C:4D:47:67:94,-85
2.196525812149048,C0:1C:4D:44:7F:46,-98
2.212028980255127,C0:1C:4D:44:0F:6C,-98
2.233492374420166,C0:1C:4D:47:C6:F6,-96
2.2385692596435547,C0:1C:4D:46:0B:63,-93
2.2598209381103516,C0:1C:4D:45:B4:64,-96
2.282719612121582,C0:1C:4D:46:C1:DB,-94
2.294253349304199,C0:1C:4D:46:4B:57,-82
2.366071939468384,C0:1C:4D:46:0B:63,-95
2.3723299503326416,C0:1C:4D:45:B4:64,-96
2.3786556720733643,C0:1C:4D:46:EE:85,-97
2.379800796508789,C0:1C:4D:47:40:A3,-94
2.3835368156433105,C0:1C:4D:44:32:56,-81
2.388359785079956,C0:1C:4D:46:C1:DB,-96
2.389528512954712,C0:1C:4D:47:CF:0A,-86
2.39728045463562,C0:1C:4D:46:4B:57,-83
2.3985185623168945,C0:1C:4D:47:67:94,-84
2.416132688522339,C0:1C:4D:44:35:40,-84
2.4178378582000732,C0:1C:4D:45:55:02,-93
2.4192841053009033,C0:1C:4D:44:0F:6C,-96
2.4577338695526123,C0:1C:4D:45:EA:E6,-97
2.458604574203491,C0:1C:4D:46:0B:63,-94
2.4627716541290283,C0:1C:4D:45:B4:64,-95
2.480685234069824,C0:1C:4D:45:95:98,-90
2.4891855716705322,C0:1C:4D:44:32:56,-80
2.4907474517822266,C0:1C:4D:47:C8:BD,-95
2.4981231689453125,C0:1C:4D:46:4B:57,-82
2.505542755126953,C0:1C:4D:47:67:94,-83
2.5187578201293945,C0:1C:4D:44:35:40,-84
2.520383358001709,C0:1C:4D:45:55:02,-96
2.5668869018554688,C0:1C:4D:46:0B:63,-94
2.5779027938842773,C0:1C:4D:45:B4:64,-97
2.587920904159546,C0:1C:4D:47:40:A3,-92
2.589310646057129,C0:1C:4D:45:95:98,-91
2.596730947494507,C0:1C:4D:44:32:56,-80
2.5976545810699463,C0:1C:4D:46:13:41,-98
2.598447322845459,C0:1C:4D:47:CF:0A,-86
2.5992608070373535,C0:1C:4D:47:C8:BD,-95
2.6000864505767822,C0:1C:4D:46:4B:57,-83
2.6067988872528076,C0:1C:4D:47:67:94,-83
2.6431875228881836,C0:1C:4D:46:84:EB,-100
2.6445538997650146,C0:1C:4D:44:35:40,-84
2.6456284523010254,C0:1C:4D:44:0F:6C,-98
2.6615071296691895,C0:1C:4D:44:6F:F0,-93
2.6763792037963867,C0:1C:4D:46:EE:85,-101
2.6816556453704834,C0:1C:4D:47:40:A3,-92
2.6949987411499023,C0:1C:4D:45:95:98,-90
2.703702211380005,C0:1C:4D:44:32:56,-81
2.7056360244750977,C0:1C:4D:46:C1:DB,-96
2.708070755004883,C0:1C:4D:47:CF:0A,-86
2.710219144821167,C0:1C:4D:46:4B:57,-84
2.737868309020996,C0:1C:4D:46:84:EB,-98
2.7397358417510986,C0:1C:4D:44:0F:6C,-96
2.7414298057556152,C0:1C:4D:44:35:40,-83
2.758965492248535,C0:1C:4D:45:EA:E6,-98
2.7610855102539062,C0:1C:4D:46:0B:63,-93
2.7661595344543457,C0:1C:4D:44:6F:F0,-93
2.7871415615081787,C0:1C:4D:45:B4:64,-100
2.7958974838256836,C0:1C:4D:47:40:A3,-93
2.8014235496520996,C0:1C:4D:45:95:98,-91
2.805147171020508,C0:1C:4D:44:32:56,-80
2.806471109390259,C0:1C:4D:46:C1:DB,-95
2.8080906867980957,C0:1C:4D:47:CF:0A,-88
2.816742420196533,C0:1C:4D:46:4B:57,-85
2.8227410316467285,C0:1C:4D:47:67:94,-83
2.827711820602417,C0:1C:4D:46:84:EB,-97
2.832794427871704,C0:1C:4D:45:55:02,-95
2.8399722576141357,C0:1C:4D:44:35:40,-82
2.8705952167510986,C0:1C:4D:47:C6:F6,-92
2.8876664638519287,C0:1C:4D:45:B4:64,-98
2.8899343013763428,C0:1C:4D:46:EE:85,-97
2.912191390991211,C0:1C:4D:45:95:98,-92
2.9133410453796387,C0:1C:4D:44:32:56,-79
2.9250800609588623,C0:1C:4D:47:CF:0A,-86
2.926116943359375,C0:1C:4D:47:C8:BD,-97
2.926935911178589,C0:1C:4D:47:67:94,-84
2.92877197265625,C0:1C:4D:46:84:EB,-99
2.9431681632995605,C0:1C:4D:44:0F:6C,-97
2.9444222450256348,C0:1C:4D:44:35:40,-82
2.9700467586517334,C0:1C:4D:47:C6:F6,-91
2.97200608253479,C0:1C:4D:45:EA:E6,-100
2.9738612174987793,C0:1C:4D:44:6F:F0,-97
2.9765830039978027,C0:1C:4D:46:0B:63,-92
3.0025298595428467,C0:1C:4D:47:40:A3,-95
3.0162808895111084,C0:1C:4D:46:C1:DB,-96
3.0201849937438965,C0:1C:4D:46:13:41,-98
3.0398051738739014,C0:1C:4D:45:55:02,-94
3.0521349906921387,C0:1C:4D:44:35:40,-82
3.0714309215545654,C0:1C:4D:47:C6:F6,-91
3.0739505290985107,C0:1C:4D:44:6F:F0,-98
3.076014518737793,C0:1C:4D:45:EA:E6,-99
3.0775160789489746,C0:1C:4D:46:0B:63,-93
3.0957705974578857,C0:1C:4D:45:B4:64,-96
3.1320416927337646,C0:1C:4D:44:32:56,-78
3.1346895694732666,C0:1C:4D:47:CF:0A,-86
3.146756172180176,C0:1C:4D:45:55:02,-96
3.152726888656616,C0:1C:4D:44:35:40,-82
3.1786160469055176,C0:1C:4D:47:C6:F6,-91
3.199791431427002,C0:1C:4D:46:0B:63,-92
3.21757435798645,C0:1C:4D:47:40:A3,-95
3.2217259407043457,C0:1C:4D:44:32:56,-79
3.2339909076690674,C0:1C:4D:45:95:98,-95
3.2358322143554688,C0:1C:4D:46:4B:57,-82
3.2572402954101562,C0:1C:4D:44:7F:46,-98
3.260067939758301,C0:1C:4D:44:35:40,-82
3.3166847229003906,C0:1C:4D:47:40:A3,-96
3.3308558464050293,C0:1C:4D:44:32:56,-83
3.3503804206848145,C0:1C:4D:47:67:94,-83
3.3523385524749756,C0:1C:4D:47:CF:0A,-86
3.3543100357055664,C0:1C:4D:45:95:98,-96
3.3580877780914307,C0:1C:4D:44:7F:46,-100
3.3601653575897217,C0:1C:4D:44:35:40,-83
3.3937151432037354,C0:1C:4D:46:0B:63,-93
3.395618438720703,C0:1C:4D:47:C6:F6,-93
3.44036602973938,C0:1C:4D:46:13:41,-97
3.4424631595611572,C0:1C:4D:44:32:56,-84
3.444190263748169,C0:1C:4D:45:95:98,-95
3.4643352031707764,C0:1C:4D:44:7F:46,-98
3.4666476249694824,C0:1C:4D:44:35:40,-83
3.5082976818084717,C0:1C:4D:47:C6:F6,-90
3.525630235671997,C0:1C:4D:47:40:A3,-96
3.5386157035827637,C0:1C:4D:46:13:41,-98
3.540818929672241,C0:1C:4D:47:67:94,-84
3.547426700592041,C0:1C:4D:44:32:56,-82
3.5627074241638184,C0:1C:4D:47:CF:0A,-86
3.5678250789642334,C0:1C:4D:45:55:02,-98
3.570211410522461,C0:1C:4D:44:7F:46,-96
3.571751832962036,C0:1C:4D:44:35:40,-83
3.6141889095306396,C0:1C:4D:46:0B:63,-95
3.6160857677459717,C0:1C:4D:47:C6:F6,-91
3.6322662830352783,C0:1C:4D:47:40:A3,-93
3.6514594554901123,C0:1C:4D:45:95:98,-94
3.6665303707122803,C0:1C:4D:44:32:56,-80
3.6844520568847656,C0:1C:4D:44:7F:46,-97
3.6862142086029053,C0:1C:4D:44:35:40,-82
3.738274335861206,C0:1C:4D:47:40:A3,-93
3.7562415599823,C0:1C:4D:46:13:41,-98
3.7597622871398926,C0:1C:4D:46:4B:57,-82
3.7680881023406982,C0:1C:4D:47:C8:BD,-98
3.7699453830718994,C0:1C:4D:47:CF:0A,-87
3.771106719970703,C0:1C:4D:44:32:56,-84
3.7820546627044678,C0:1C:4D:44:7F:46,-97
3.7833614349365234,C0:1C:4D:44:35:40,-83
3.82038950920105,C0:1C:4D:44:6F:F0,-95
3.8226840496063232,C0:1C:4D:45:EA:E6,-99
3.8244388103485107,C0:1C:4D:47:C6:F6,-89
3.8266990184783936,C0:1C:4D:46:0B:63,-94
3.8397860527038574,C0:1C:4D:46:EE:85,-101
3.8495123386383057,C0:1C:4D:44:1A:A6,-101
3.8507750034332275,C0:1C:4D:46:13:41,-97
3.85192608833313,C0:1C:4D:47:67:94,-84
3.8560047149658203,C0:1C:4D:46:4B:57,-82
3.8570291996002197,C0:1C:4D:47:CF:0A,-86
3.864114284515381,C0:1C:4D:44:32:56,-84
3.8797786235809326,C0:1C:4D:45:55:02,-100
3.8874714374542236,C0:1C:4D:44:7F:46,-97
3.892164468765259,C0:1C:4D:44:35:40,-83
3.9279112815856934,C0:1C:4D:44:6F:F0,-96
3.955942153930664,C0:1C:4D:46:13:41,-96
3.958108425140381,C0:1C:4D:47:67:94,-84
3.9599387645721436,C0:1C:4D:46:4B:57,-83
3.962791919708252,C0:1C:4D:47:CF:0A,-86
3.9691808223724365,C0:1C:4D:45:95:98,-92
3.9710421562194824,C0:1C:4D:44:32:56,-82
4.0117833614349365,C0:1C:4D:44:7F:46,-97
4.017749309539795,C0:1C:4D:44:35:40,-84
4.031588792800903,C0:1C:4D:47:C6:F6,-88
4.0461015701293945,C0:1C:4D:47:40:A3,-98
4.064135789871216,C0:1C:4D:47:67:94,-90
4.065190076828003,C0:1C:4D:46:4B:57,-83
4.06878399848938,C0:1C:4D:47:C8:BD,-97
4.078784704208374,C0:1C:4D:44:32:56,-76
4.086424827575684,C0:1C:4D:47:17:D0,-98
4.089055299758911,C0:1C:4D:46:84:EB,-97
4.125415802001953,C0:1C:4D:44:35:40,-91
4.143505573272705,C0:1C:4D:47:C6:F6,-91
4.155880451202393,C0:1C:4D:46:C1:DB,-89
4.1624181270599365,C0:1C:4D:47:67:94,-88
4.1661903858184814,C0:1C:4D:46:4B:57,-83
4.1809704303741455,C0:1C:4D:44:32:56,-77
4.193458557128906,C0:1C:4D:45:55:02,-91
4.195703744888306,C0:1C:4D:46:84:EB,-96
4.201862812042236,C0:1C:4D:44:35:40,-90
4.23200249671936,C0:1C:4D:44:6F:F0,-97
4.2491230964660645,C0:1C:4D:47:C6:F6,-91
4.251223802566528,C0:1C:4D:45:B4:64,-99
4.261016607284546,C0:1C:4D:46:C1:DB,-89
4.269170761108398,C0:1C:4D:46:4B:57,-83
4.277226209640503,C0:1C:4D:47:C8:BD,-100
4.279065370559692,C0:1C:4D:45:95:98,-98
4.283833742141724,C0:1C:4D:47:CF:0A,-93
4.286043405532837,C0:1C:4D:44:32:56,-76
4.303845405578613,C0:1C:4D:46:84:EB,-96
4.308808326721191,C0:1C:4D:44:35:40,-90
4.33646821975708,C0:1C:4D:44:6F:F0,-96
4.348431825637817,C0:1C:4D:47:C6:F6,-92
4.36127495765686,C0:1C:4D:46:C1:DB,-89
4.378178358078003,C0:1C:4D:47:67:94,-88
4.379633665084839,C0:1C:4D:46:4B:57,-82
4.384384393692017,C0:1C:4D:47:C8:BD,-98
4.391953945159912,C0:1C:4D:44:32:56,-76
4.3966522216796875,C0:1C:4D:47:17:D0,-101
4.414146184921265,C0:1C:4D:44:35:40,-89
4.4572203159332275,C0:1C:4D:46:0B:63,-100
4.478628396987915,C0:1C:4D:47:67:94,-87
4.4805989265441895,C0:1C:4D:46:4B:57,-83
4.4823033809661865,C0:1C:4D:47:C8:BD,-99
4.527551174163818,C0:1C:4D:45:55:02,-92
4.528595924377441,C0:1C:4D:44:35:40,-93
4.549914598464966,C0:1C:4D:44:6F:F0,-98
4.5595173835754395,C0:1C:4D:47:C6:F6,-96
4.579559326171875,C0:1C:4D:47:67:94,-88
4.594520330429077,C0:1C:4D:46:4B:57,-81
4.597274303436279,C0:1C:4D:46:13:41,-99
4.607591152191162,C0:1C:4D:47:CF:0A,-90
4.609001874923706,C0:1C:4D:44:32:56,-75
4.610100984573364,C0:1C:4D:46:84:EB,-96
4.6153481006622314,C0:1C:4D:45:55:02,-93
4.622000455856323,C0:1C:4D:44:35:40,-98
4.678508996963501,C0:1C:4D:46:C1:DB,-88
4.680490493774414,C0:1C:4D:47:40:A3,-96
4.682371377944946,C0:1C:4D:47:67:94,-89
4.692841529846191,C0:1C:4D:46:4B:57,-81
4.6991496086120605,C0:1C:4D:45:95:98,-95
4.704152584075928,C0:1C:4D:47:CF:0A,-90
4.707464218139648,C0:1C:4D:44:32:56,-74
4.714914560317993,C0:1C:4D:46:84:EB,-94
4.727629661560059,C0:1C:4D:45:55:02,-94
4.771855592727661,C0:1C:4D:47:C6:F6,-96
4.7731592655181885,C0:1C:4D:44:6F:F0,-93
4.779869318008423,C0:1C:4D:47:40:A3,-95
4.781774044036865,C0:1C:4D:46:C1:DB,-89
4.78272271156311,C0:1C:4D:47:67:94,-87
4.791814804077148,C0:1C:4D:46:4B:57,-82
4.810954332351685,C0:1C:4D:44:32:56,-73
4.836113929748535,C0:1C:4D:45:55:02,-94
4.8704729080200195,C0:1C:4D:44:6F:F0,-93
4.872267723083496,C0:1C:4D:46:0B:63,-101
4.8830742835998535,C0:1C:4D:46:C1:DB,-89
4.900702238082886,C0:1C:4D:46:4B:57,-82
4.913742780685425,C0:1C:4D:47:CF:0A,-91
4.915564775466919,C0:1C:4D:45:95:98,-94
4.965859413146973,C0:1C:4D:47:C6:F6,-96
4.972363233566284,C0:1C:4D:44:6F:F0,-95
4.9892897605896,C0:1C:4D:46:C1:DB,-88
4.9953248500823975,C0:1C:4D:47:67:94,-87
4.997215747833252,C0:1C:4D:47:40:A3,-96
5.023199081420898,C0:1C:4D:47:CF:0A,-91
5.025926113128662,C0:1C:4D:47:17:D0,-99
5.02787971496582,C0:1C:4D:44:32:56,-73
5.046266317367554,C0:1C:4D:46:84:EB,-96
5.047610282897949,C0:1C:4D:45:55:02,-92
5.063088893890381,C0:1C:4D:47:C6:F6,-95
5.103918552398682,C0:1C:4D:46:C1:DB,-89
5.115642547607422,C0:1C:4D:47:67:94,-85
5.120445013046265,C0:1C:4D:46:4B:57,-84
5.150479316711426,C0:1C:4D:47:CF:0A,-90
5.152166128158569,C0:1C:4D:45:95:98,-97
5.1535325050354,C0:1C:4D:47:17:D0,-100
5.1561479568481445,C0:1C:4D:46:84:EB,-96
5.176105260848999,C0:1C:4D:44:6F:F0,-97
5.211136341094971,C0:1C:4D:47:40:A3,-100
5.218374967575073,C0:1C:4D:46:4B:57,-85
5.2349488735198975,C0:1C:4D:44:32:56,-73
5.236300945281982,C0:1C:4D:46:84:EB,-96
5.264486074447632,C0:1C:4D:45:55:02,-91
5.291937589645386,C0:1C:4D:44:6F:F0,-95
5.293049573898315,C0:1C:4D:45:B4:64,-100
5.294238805770874,C0:1C:4D:47:A8:8E,-102
5.302738189697266,C0:1C:4D:47:40:A3,-97
5.308499097824097,C0:1C:4D:46:C1:DB,-89
5.329601049423218,C0:1C:4D:46:4B:57,-86
5.335271596908569,C0:1C:4D:47:CF:0A,-91
5.336859464645386,C0:1C:4D:44:32:56,-73
5.3385725021362305,C0:1C:4D:46:84:EB,-97
5.378814697265625,C0:1C:4D:47:C6:F6,-97
5.412720203399658,C0:1C:4D:47:A8:8E,-100
5.415578126907349,C0:1C:4D:47:40:A3,-96
5.4166295528411865,C0:1C:4D:47:67:94,-86
5.418301105499268,C0:1C:4D:46:C1:DB,-88
5.4273481369018555,C0:1C:4D:46:4B:57,-85
5.430631637573242,C0:1C:4D:45:95:98,-96
5.437942981719971,C0:1C:4D:47:CF:0A,-92
5.439220428466797,C0:1C:4D:44:32:56,-72
5.440305709838867,C0:1C:4D:46:84:EB,-97
5.457819938659668,C0:1C:4D:45:55:02,-91
5.476081609725952,C0:1C:4D:44:0F:6C,-98
5.517415761947632,C0:1C:4D:46:C1:DB,-88
5.5362818241119385,C0:1C:4D:46:4B:57,-85
5.538694143295288,C0:1C:4D:46:13:41,-101
5.540489673614502,C0:1C:4D:45:95:98,-94
5.542507886886597,C0:1C:4D:47:CF:0A,-92
5.544299364089966,C0:1C:4D:46:84:EB,-94
5.547211408615112,C0:1C:4D:44:32:56,-72
5.5608131885528564,C0:1C:4D:45:55:02,-90
5.610357761383057,C0:1C:4D:47:C6:F6,-96
5.623818635940552,C0:1C:4D:47:67:94,-86
5.62468957901001,C0:1C:4D:46:C1:DB,-89
5.642912864685059,C0:1C:4D:46:4B:57,-86
5.64426589012146,C0:1C:4D:47:CF:0A,-92
5.652559757232666,C0:1C:4D:46:84:EB,-96
5.653871536254883,C0:1C:4D:44:32:56,-72
5.692345380783081,C0:1C:4D:47:C6:F6,-95
5.6933252811431885,C0:1C:4D:44:6F:F0,-99
5.733521461486816,C0:1C:4D:47:67:94,-85
5.735540390014648,C0:1C:4D:46:C1:DB,-90
5.748741388320923,C0:1C:4D:46:4B:57,-86
5.754840850830078,C0:1C:4D:44:32:56,-71
5.756689786911011,C0:1C:4D:45:95:98,-95
5.770908355712891,C0:1C:4D:45:55:02,-90
5.79631781578064,C0:1C:4D:47:C6:F6,-94
5.815872430801392,C0:1C:4D:44:6F:F0,-96
5.864267110824585,C0:1C:4D:44:32:56,-71
5.877761125564575,C0:1C:4D:45:55:02,-91
5.897029638290405,C0:1C:4D:44:35:40,-96
5.91980767250061,C0:1C:4D:47:C6:F6,-92
5.921838045120239,C0:1C:4D:44:6F:F0,-98
5.9234230518341064,C0:1C:4D:47:A8:8E,-100
5.966940641403198,C0:1C:4D:46:4B:57,-86
5.969092607498169,C0:1C:4D:47:CF:0A,-94
5.97153377532959,C0:1C:4D:46:84:EB,-97
5.972966432571411,C0:1C:4D:44:32:56,-73
5.9831624031066895,C0:1C:4D:45:55:02,-90
6.020227909088135,C0:1C:4D:44:35:40,-95
6.03045916557312,C0:1C:4D:47:C6:F6,-94
6.052847146987915,C0:1C:4D:47:67:94,-84
6.054132461547852,C0:1C:4D:46:4B:57,-86
6.058925151824951,C0:1C:4D:47:CF:0A,-92
6.068052768707275,C0:1C:4D:47:17:D0,-97
6.0695836544036865,C0:1C:4D:44:32:56,-72
6.070456504821777,C0:1C:4D:46:84:EB,-98
6.074497938156128,C0:1C:4D:45:95:98,-95
6.097552061080933,C0:1C:4D:45:55:02,-90
6.107512474060059,C0:1C:4D:44:35:40,-93
6.113696575164795,C0:1C:4D:47:C6:F6,-96
6.1260998249053955,C0:1C:4D:44:6F:F0,-97
6.152793645858765,C0:1C:4D:47:67:94,-84
6.16045880317688,C0:1C:4D:46:C1:DB,-90
6.162649393081665,C0:1C:4D:47:CF:0A,-94
6.181556701660156,C0:1C:4D:47:17:D0,-98
6.183621644973755,C0:1C:4D:46:84:EB,-98
6.18730616569519,C0:1C:4D:45:95:98,-96
6.195979833602905,C0:1C:4D:45:55:02,-90
6.2241973876953125,C0:1C:4D:47:C6:F6,-94
6.241516828536987,C0:1C:4D:44:6F:F0,-97
6.255016565322876,C0:1C:4D:47:67:94,-83
6.263998031616211,C0:1C:4D:47:CF:0A,-94
6.268661022186279,C0:1C:4D:46:4B:57,-87
6.271676778793335,C0:1C:4D:46:13:41,-98
6.273700952529907,C0:1C:4D:44:32:56,-72
6.280582904815674,C0:1C:4D:47:17:D0,-99
6.289404630661011,C0:1C:4D:45:95:98,-95
6.2997658252716064,C0:1C:4D:45:55:02,-88
6.325636148452759,C0:1C:4D:44:35:40,-90
6.333761215209961,C0:1C:4D:47:C6:F6,-93
6.338235378265381,C0:1C:4D:44:6F:F0,-97
6.339107036590576,C0:1C:4D:47:A8:8E,-98
6.368375778198242,C0:1C:4D:47:CF:0A,-96
6.375367879867554,C0:1C:4D:46:C1:DB,-88
6.377732515335083,C0:1C:4D:46:13:41,-100
6.399477243423462,C0:1C:4D:45:95:98,-93
6.402006149291992,C0:1C:4D:45:55:02,-91
6.424220323562622,C0:1C:4D:44:35:40,-91
6.431425094604492,C0:1C:4D:47:C6:F6,-93
